fname_c1,fname_c2,lname_c1,lname_c2,by,bm,bd,rec_id,ent_id
MONIKA,NA,HORN,NA,1964,12,31,5644,6499
BIRGIT,NA,ZIMMERMANN,NA,2003,9,26,5645,6088
INGRID,NA,FISCHER,BECKER,1988,11,13,5646,7811
MARIE,NA,ERNST,NA,1935,1,1,5647,7552
SABINE,NA,MUELLER,NA,1975,2,19,5648,7052
KAETHE,NA,BERGMANN,NA,1944,11,17,5649,7751
MARIA,NA,ZIMMERMANN,NA,1931,3,11,5650,7544
ELISABETH,NA,SCHROEDER,NA,1959,3,15,5651,5296
SILVIA,NA,KOERTIG,NA,1930,3,28,5652,6372
CLAUDIA,NA,SCHWARZ,NA,1951,1,30,5653,8505
GERDA,NA,GRAF,NA,1932,12,23,5654,8448
HANNELORE,NA,SCHMIDT,NA,1937,9,10,5655,7732
SUSANNE,NA,SCHWARZ,NA,2004,11,9,5656,5223
ANNA,NA,MUELLER,NA,1959,7,9,5657,6102
KATHRIN,NA,MUELLER,NA,2006,12,28,5658,6756
HELGA,NA,ZIEGLER,NA,1969,8,9,5659,7709
MONIKA,NA,SCHAEFER,NA,1977,5,17,5660,6383
HELGA,NA,LUDWIG,NA,1933,1,9,5661,7583
JOHANNA,NA,FRIEDRICH,NA,1965,2,9,5662,7290
CORNELIA,NA,MUELLER,NA,1998,6,8,5663,7738
GISELA,GISELA,WERNER,NA,1970,7,26,5664,5478
ANNA,NA,WAGNER,NA,1972,5,31,5665,5656
BARBARA,NA,BECK,NA,1955,1,28,5666,6611
CHRISTINA,NA,SCHNEIDER,NA,1948,1,21,5667,7053
SABINE,NA,KOCH,NA,1984,8,12,5668,4911
MARIA,NA,FISCHER,NA,1963,7,15,5669,8085
ANNA,NA,MUELLER,NA,1993,7,9,5670,7858
MELANIE,NA,SCHMIDT,NA,1930,11,20,5671,7100
BIRGIT,NA,WINKLER,NA,1966,7,15,5672,7447
ANNA,HANNELORE,KUHN,NA,1993,1,1,5673,6922
MONIKA,NA,ROTH,NA,2001,5,22,5674,4717
IRMGARD,NA,MAYER,NA,1971,6,6,5675,5430
KATHRIN,NA,VOGEL,NA,1983,9,2,5676,6005
CLAUDIA,NA,MAIER,SCHMIDT,1971,4,10,5677,7516
CHRISTA,NA,HARTMANN,NA,2001,11,11,5678,5877
SIGRID,NA,SCHMITT,NA,1974,8,29,5679,8324
NICOLE,URSULA,SIMON,NA,1975,1,6,5680,7833
GABRIELE,NA,SCHMIDT,NA,1951,3,21,5681,4916
URSULA,NA,MUELLER,NA,1927,10,2,5682,7318
CHRISTA,NA,BECKER,NA,1960,5,25,5683,5578
KARIN,NA,ENGEL,NA,1950,12,25,5684,6810
ANDRNEA,NA,BRAUN,NA,1959,4,9,5685,8149
GABRIELE,NA,NEUMANN,NA,1962,11,9,5686,4654
BRIGITTE,NA,KRUEGER,NA,1977,10,27,5687,6722
PETRA,NA,SCHMIDT,NA,1932,5,14,5688,7034
ANNA,NA,SCHMIDT,NA,1977,3,30,5689,6518
CHRISTEL,NA,BAUER,NA,1976,3,16,5690,6875
ANNA,NA,JAEGER,NA,1986,10,29,5691,6968
GISELA,NA,FRANK,NA,1942,10,31,5692,5904
INGRID,NA,HOFFMANN,NA,1963,10,11,5693,5093
URSULA,NA,HERRMANN,NA,1974,2,26,5694,8618
BARBARA,NA,MAYER,NA,1971,5,4,5695,7643
CHRISTINE,NA,SOMMER,NA,1988,10,6,5696,6117
BARBARA,NA,GROSS,NA,1993,10,26,5697,5253
ELKE,NA,FRANK,NA,1983,12,6,5698,6626
SABINE,NA,SEIDEL,NA,1994,6,23,5699,4736
KATHRIN,NA,HOFFMANN,NA,1975,6,29,5700,8042
SABINE,NA,SCHMIDT,NA,1985,7,2,5701,4991
HELGA,NA,LEHMANN,NA,1971,3,5,5702,8527
KARIN,GISELA,SCHNEIDER,NA,1946,3,3,5703,8541
CHRISTA,NA,SCHAEFER,NA,1927,10,10,5704,5630
YVONNE,NA,MEYER,NA,1981,5,8,5705,8190
STEFANIE,KARIN,MAIER,NA,1957,3,26,5706,5247
NICOLE,NA,ZIMMERMANN,NA,1990,9,3,5707,6309
INGEBORG,NA,KOCH,NA,2003,8,9,5708,6067
ANDREA,NA,KAISER,NA,1997,3,6,5709,4775
SONJA,NA,HOFFMANN,NA,1989,9,3,5710,7245
HEIKE,NA,HAAS,NA,1986,2,28,5711,8038
BIRGIT,NA,SCHNEIDER,NA,1968,4,7,5712,8454
JUTTA,NA,HAHN,NA,1953,8,13,5713,4673
CLAUDIA,NA,WINKLER,NA,1982,1,8,5714,5100
KARIN,NA,SCHROEDER,NA,2002,2,1,5715,6247
KARIN,NA,MEYER,NA,1939,4,28,5716,6203
PETRA,NA,VOGEL,NA,1971,6,10,5717,7162
ANDREA,NA,SCHULZE,NA,1979,10,28,5718,6292
MARIANNE,NA,BECK,NA,1949,1,22,5719,4519
HEIKE,NA,MUELLER,NA,1944,7,29,5720,8486
CHRISTA,NA,SCHUNERT,NA,1928,4,19,5721,8830
SUSANNE,NA,BECKER,NA,1950,1,18,5722,6232
SILVIA,NA,KRUEGER,NA,1938,1,22,5723,5791
GERTRUD,NA,BECKER,NA,1958,9,15,5724,4827
HELGA,NA,MUELLER,NA,1060,6,27,5725,7877
CHRISTA,NA,FISCHER,NA,1980,6,4,5726,6554
HELGA,NA,KOEHLER,NA,1937,6,23,5727,4547
INGRID,NA,SCHUMACHER,NA,1970,4,27,5728,5619
SUSANNE,NA,SCHULZE,NA,1944,3,10,5729,8894
GISELA,NA,MEYER,NA,2007,9,19,5730,6204
SUSANNE,NA,SCHREIBER,NA,1942,11,3,5731,7556
MONIKA,NA,MAYDR,NA,1965,4,25,5732,7986
GERDA,NA,BAUMANN,NA,1957,9,7,5733,6528
CHRISTA,NA,KOEHLER,NA,1953,11,8,5734,8312
MARGARETE,NA,KRUEGER,NA,1987,7,9,5735,7565
CHRISTINA,NA,KOERTIG,NA,1954,3,27,5736,6440
NICOLE,NA,MEYER,NA,1942,5,4,5737,6347
EDIMTH,NA,MUELLER,NA,2007,10,26,5738,5765
ILSE,NA,HAHN,NA,1993,12,2,5739,5278
RENATE,NA,HOFMANN,NA,1966,6,8,5740,4899
RENATE,NA,BAUER,NA,1994,12,28,5741,6036
URSULA,NA,WALTER,NA,1946,1,22,5742,5087
CORNELIA,NA,SCHMIDT,NA,1955,11,19,5743,5448
SABINE,NA,ALBRECHT,NA,2000,3,22,5744,5084
NICOLE,NA,WERNER,NA,1953,12,16,5745,7606
SONJA,NA,SOMMER,NA,1928,1,12,5746,8795
RENATE,NA,FISCHER,NA,1990,7,28,5747,8992
ANNDA,NA,FRANKE,NA,1992,12,14,5748,8912
ELKE,SUSANNE,KOERTIG,NA,1944,11,26,5749,5599
KARIN,NA,MOELLER,NA,1967,8,4,5750,6235
HERTHA,BRIGITTE,WINTER,NA,2005,7,10,5751,7329
HELGA,NA,KRAUSE,NA,1992,12,15,5752,8535
BILRGIT,NA,KOEHLER,NA,1994,5,8,5753,8379
ANDREA,NA,ROTH,NA,1943,7,27,5754,7812
PETRA,NA,KOCH,NA,1977,4,3,5755,5067
CHRISTINE,NA,WOLF,NA,1928,6,22,5756,8913
URSUHLA,NA,SCHMIDT,NA,1968,6,15,5757,7489
NICOLE,NA,BECKER,NA,1935,4,1,5758,7996
NICOLE,NA,MEIER,NA,1978,9,27,5759,8655
URSULA,NA,MEYER,NA,1940,7,14,5760,6828
BRIGITTE,NA,KOEHLER,NA,1951,3,14,5761,8086
HELGA,NA,LANGE,NA,1973,7,10,5762,5512
MARIA,NA,SCHULZE,NA,1957,5,27,5763,5722
SUSANNE,NA,BECK,NA,1978,12,23,5764,4723
CLAUDIA,NA,ENGEL,NA,1939,11,30,5765,8078
HILDEGARD,NA,MUELLER,NA,1978,10,21,5766,5054
INGE,NA,HAAS,NA,1948,6,25,5767,7475
MONIKA,NA,HERRMANN,NA,1945,1,10,5768,7336
MARIANNE,NA,LORENZ,NA,1995,9,20,5769,6151
MARION,SABINE,MEIER,NA,1963,4,12,5770,5130
URSULA,RENATE,SCHROEDER,NA,1956,2,22,5771,6412
BRIGITTE,NA,SCHMID,NA,1962,8,7,5772,5670
URSULA,NA,LUDWIG,NA,1946,5,12,5773,7067
ANNA,NA,MAIER,NA,1927,12,14,5774,8744
MONIKA,NA,HARTMANN,NA,2006,10,20,5775,4645
CLAUDIA,NA,HUBER,NA,1940,9,30,5776,6502
INGEBORG,NA,HORN,NA,1971,7,10,5777,8212
BRIGITTE,NA,KOCH,NA,2002,6,28,5778,6857
RENATE,NA,SCHMIDT,NA,1999,7,21,5779,6565
MARIANNE,NA,KRAUS,NA,1967,8,21,5780,5767
CHRISTINE,NA,OTTO,NA,1954,6,24,5781,5757
NICOLE,NA,KRAEMER,NA,2005,4,7,5782,7575
RENATE,NA,SCHNEIDER,NA,1980,12,26,5783,6282
MARGARETE,NA,SCHWARZ,NA,1997,4,17,5784,6877
RENATE,NA,BECKER,NA,1948,3,7,5785,4782
GISELA,NA,MUELLER,NA,1950,4,22,5786,7174
SABINE,NA,HOFFMANN,NA,1976,11,16,5787,4687
KARIN,NA,MUELLER,NA,1980,6,25,5788,8096
MONIKA,NA,PETERS,NA,1988,9,7,5789,6895
HELGA,NA,PETERS,NA,1979,11,2,5790,7133
MARIA,NA,PETERS,NA,1944,7,7,5791,5537
BIRGITR,NA,SCHULZE,NA,1998,8,17,5792,6482
HILDEGARD,NA,ZIEGLER,NA,1966,5,3,5793,8704
KATHARINA,ANDREA,KOCH,NA,1960,7,2,5794,7265
RENATE,NA,WEBER,NA,2004,4,1,5795,7337
BARBARA,NA,BUSCH,NA,1970,1,21,5796,5837
INGEBORG,NA,SCHMIDT,SCHMID,1998,12,18,5797,5104
GABRIELE,NA,VOGEL,NA,1958,11,20,5798,8810
ANKE,NA,MUELLER,NA,1962,2,23,5799,4834
SABINE,NA,JAEGER,NA,1972,4,18,5800,8125
IRMGARD,NA,WEBER,NA,1970,2,1,5801,8768
BRIGITTE,NA,MUELLER,NA,1973,3,23,5802,6437
MARIANNE,NA,MUELLER,NA,1969,1,3,5803,8222
CHRISTEL,NA,HARTMANN,NA,1945,10,26,5804,5604
RENATE,NA,JUNG,NA,1969,1,3,5805,4580
SILKE,NA,DIETRICH,NA,1965,5,9,5806,5106
MONIKA,NA,NEUMANN,NA,1976,12,21,5807,6594
SUSANNE,NA,LEHMANN,NA,1924,7,29,5808,8817
ANJA,NA,NEUMANN,NA,1963,11,1,5809,6385
ANGELIKA,NA,SCHNEIDER,NA,1970,3,30,5810,6014
UTE,NA,MEIER,NA,1935,10,13,5811,5159
URSULVA,NA,HAHN,NA,1950,4,23,5812,7799
CHARLOTTE,NA,VOGEL,NA,1952,2,6,5813,5401
URSULA,NA,ZIMMERMANN,NA,1948,4,27,5814,7603
ERNA,NA,BECKER,NA,1935,3,10,5815,8980
ANDREA,NA,SCHAEFER,NA,1960,5,17,5816,4542
RENATE,NA,HERRMANN,NA,1987,4,30,5817,5865
GISELA,NA,STEIN,NA,1982,11,24,5818,6174
ILSE,NA,SCHULZE,NA,1947,8,7,5819,5968
CORNELIA,NA,SCHAEFER,NA,2006,8,30,5820,8419
URSULA,NA,SCHAEFER,NA,1941,3,2,5821,5735
GABRIELE,NA,MEIER,NA,1952,6,25,5822,6725
SUSAZNNE,NA,WEBER,NA,1948,10,19,5823,6719
BRIGITTE,NA,MEYER,NA,1992,7,30,5824,5940
ELISABETH,NA,MUELLER,NA,1945,10,26,5825,5250
INGEBORG,NA,BECKER,NA,2000,1,21,5826,5342
ELISABETH,NA,BECKER,NA,1959,6,9,5827,4558
HELGA,NA,HERRMANN,NA,1952,3,15,5828,8630
ANGELA,NA,KAISER,NA,1986,10,25,5829,7620
UTE,NA,WOLF,NA,2004,5,17,5830,8136
CHRISTINE,NA,KOCH,NA,1929,4,8,5831,8496
CHRISTA,NA,MUELLER,NA,1977,11,6,5832,5371
JUTTA,NA,SCHNEIDER,NA,1984,6,21,5833,7850
ANDREA,NA,WAGNER,NA,2005,11,30,5834,5071
YVONNE,NA,BRAUN,NA,1978,9,8,5835,7428
ANGELIKA,NA,SCHMID,NA,1960,9,23,5836,5655
HELGA,NA,MUELLER,NA,2008,10,31,5837,5538
BIRGIT,NA,SCHMITZ,NA,1992,7,24,5838,7432
GISELA,NA,SCHMITZ,NA,1958,4,8,5839,5291
KARIN,NA,SCHMITT,NA,1997,9,1,5840,6211
URSUZLA,NA,SCHNEIDER,NA,1990,3,24,5841,7718
MONIKA,NA,WEISS,NA,1991,8,26,5842,6804
CHRISTEL,NA,FISCHER,NA,1925,3,7,5843,5125
HELGA,NA,KOCH,NA,2007,4,24,5844,8756
BAERBEL,NA,WALTER,NA,1966,6,14,5845,4737
BRIGITTE,NA,MUELLER,NA,1952,5,21,5846,6726
INGRID,NA,HEINRICH,NA,1974,10,19,5847,7906
HANNELORE,NA,RICHTER,NA,1999,6,9,5848,8272
ERIKA,INGRID,LEHMCNN,NA,1963,1,29,5849,6223
GISELA,NA,KOERTIG,NA,1943,6,2,5850,7611
ANDREA,KARIN,KOCH,NA,1980,12,5,5851,7576
MONIKA,NA,WALTER,NA,2000,11,92,5852,7580
ELISABETH,RUTH,KUHN,NA,1936,11,12,5853,6646
CHRISTA,SABINE,MARTIN,NA,1986,7,8,5854,5443
RENATE,NA,WEBER,NA,1964,3,5,5855,4655
REGINA,NA,BECKER,NA,1985,4,11,5856,7215
MELANIE,NA,HOFFMANN,NA,1959,12,9,5857,5452
ELKE,NA,NEUMANN,NA,1953,5,6,5858,4517
SABINE,NA,LANGE,NA,1943,7,21,5859,8647
ANNA,NA,SCHMITZ,NA,1968,1,26,5860,7965
STEFANIE,NA,MOELLER,NA,1969,8,18,5861,6807
CLAUDIA,NA,ALBRECJT,NA,1955,6,29,5862,5136
HELGA,BRIGITTE,SCHWARZ,NA,1969,7,28,5863,8230
ANDREA,NA,BRAUN,NA,1968,6,24,5864,8462
HANNELORE,NA,KUEHN,NA,1955,11,28,5865,7112
RENATE,NA,WERNER,NA,1939,11,19,5866,8021
GERTRUD,NA,STEIN,NA,1954,2,2,5867,7341
IRMGARD,NA,LANG,NA,1980,1,27,5868,8176
MARTINA,NA,SCHUBERT,NA,1931,12,5,5869,5301
GERDA,NA,SCHMIDT,NA,1932,12,5,5870,5711
SANDRA,NA,FUCHS,NA,1944,7,31,5871,6265
DANIELA,NA,SCHNEIDER,NA,1933,4,5,5872,6904
ELISABETH,NA,SCHMIDT,NA,1949,4,3,5873,7749
MARGOT,NA,SCHMIDT,NA,1980,10,25,5874,8921
MONIKA,NA,SCHNEIDER,NA,1995,9,5,5875,7211
PETRA,NA,SCHNEIDER,NA,2000,11,7,5876,7793
INGE,NA,SCHULZE,NA,1987,3,8,5877,6436
CHRISTA,NA,KOERTIG,NA,1960,2,12,5878,7764
GABRIELE,NA,LANGE,NA,1933,7,22,5879,6666
PETFRA,NA,SCHUMACHER,NA,1928,10,17,5880,4527
HELGA,NA,SCHROTEDER,NA,1949,1,5,5881,6023
MELANIE,NA,MEYER,NA,1990,3,1,5882,8690
KATHRIN,ERIKA,DIETRICH,NA,1963,12,29,5883,8406
WALTRAUD,NA,MUELLER,NA,1929,10,7,5884,5993
KARIN,NA,MUELLER,NA,1974,2,9,5885,6888
SABINE,NA,KRUEGER,NA,1983,9,15,5886,4521
ELISABETH,NA,BECKER,NA,1985,7,25,5887,6946
EDITH,NA,VOGEL,NA,1945,7,2,5888,6903
CHRISTA,NA,LANGE,NA,1932,1,23,5889,5908
HANNELORE,NA,SCHULZ,NA,1937,2,26,5890,8651
ELKE,NA,KELLER,NA,1963,7,8,5891,6363
ILSE,NA,MUELLER,NA,1957,8,11,5892,6308
JUTTA,NA,SCHAEFER,NA,1977,4,21,5893,8173
KATHRIN,NA,SCHULZE,NA,1931,3,24,5894,6786
RENATE,NA,VOGT,NA,1996,1,1,5895,6246
SUSANNE,NA,BRAUN,NA,1939,1,14,5896,7396
GISELA,NA,KRUEGER,NA,1989,4,13,5897,5995
HELGA,NA,MUELLER,NA,1960,6,27,5898,7877
GERTRUD,NA,SCHAEFER,NA,1976,6,15,5899,7975
CHRISTEL,NA,PFEIFFER,NA,1961,5,7,5900,7724
PETRSA,NA,BAUER,NA,1969,7,8,5901,5657
ELISABETH,NA,LUDWIG,NA,1940,8,21,5902,8869
KATHRIN,NA,WINKLER,NA,1932,7,6,5903,4666
SUSANNE,NA,SCHMIDT,NA,1959,12,4,5904,4607
INGRID,NA,ZIMMERMANN,NA,2001,4,13,5905,7760
SILVIA,NA,NEUMANN,NA,1960,10,24,5906,5274
EDITH,NA,KUEHN,NA,2000,10,28,5907,6373
PETRA,NA,SOMMER,NA,2005,1,21,5908,8553
KIRSTEN,NA,SCHMID,NA,1972,1,11,5909,6438
ELKE,NA,BECKER,NA,1932,3,7,5910,5971
MONIKA,NA,PETERS,NA,1942,6,29,5911,4710
PETRA,NA,VOIGT,NA,1954,6,24,5912,7145
CLAUDIA,NA,LORENZ,NA,1961,3,16,5913,8074
URSULA,NA,SCHMITT,NA,1954,10,18,5914,4725
MARTINA,NA,NEUMANN,NA,1927,2,19,5915,6359
HELGA,NA,FISCER,NA,1939,11,29,5916,6906
SABINE,NA,MUELLER,NA,1988,6,28,5917,4862
GISELA,NA,KELLER,NA,1998,6,2,5918,6473
ULRIKE,NA,WEISS,NA,1992,7,24,5919,8321
ERIKA,NA,OTTO,NA,1969,7,28,5920,8089
KATHRIN,NA,MUELLER,NA,1984,4,9,5921,6845
MARIA,NA,KOEHLER,NA,2003,3,22,5922,7884
ELKE,NA,SCHNEIDER,NA,1980,1,7,5923,5770
PETRA,NA,SCHROEDER,NA,1952,5,15,5924,8451
PETRA,NA,MUELLER,NA,1926,5,20,5925,8596
ANGELIKA,NA,KELLER,NA,1980,4,28,5926,8872
ANNA,NA,SCHWARZ,NA,1990,3,23,5927,6198
KARIN,NA,MUELLER,NA,1947,9,14,5928,8678
KARIN,NA,KRAUSE,NA,1938,4,5,5929,5053
BRIGITETE,IRMGARD,ZIMMERMANN,NA,1954,12,10,5930,5526
SABINE,KARIN,WEBER,NA,1956,11,14,5931,5841
KARIN,NA,KRAEMER,NA,1943,9,25,5932,7214
SANDRA,NA,KAISER,NA,1989,11,22,5933,6326
ANNA,NA,SEIDEL,NA,1951,11,7,5934,5211
URSULA,NA,SCHROEDER,NA,1947,1,30,5935,5994
RUTH,NA,ZIEGLER,NA,1992,10,9,5936,7946
MARGARETE,NA,MUELLER,NA,1967,8,15,5937,6230
MONIKA,NA,MOELLER,NA,1947,3,15,5938,4649
ANDREA,NA,FRIEDRICH,NA,1986,6,7,5939,7257
RENATE,NA,SCHMITZ,NA,1960,1,9,5940,5584
ANJA,NA,WINKLER,NA,1971,1,21,5941,7831
GERTRUD,NA,KELLER,NA,1970,4,30,5942,6339
MARGARETE,NA,STEIN,NA,1948,9,4,5943,4881
ELKE,NA,FRANKE,NA,1975,2,10,5944,4663
JUTTA,NA,WEISS,NA,1935,12,1,5945,7689
SILKE,NA,NEUMANN,NA,1939,12,8,5946,6052
SANDRA,NA,JAEGER,NA,2003,9,7,5947,5555
PETRA,NA,WOLF,NA,1956,8,4,5948,7674
RENATE,NA,SCHMID,NA,1970,3,30,5949,7963
RENATE,NA,SCHMIDT,NA,1924,3,18,5950,7808
MONIKA,NA,WINKLER,NA,2005,8,17,5951,7154
CHRISTA,NA,SCHMIDT,NA,1943,3,25,5952,8497
BIRGIT,NA,SCHULZE,NA,1949,3,26,5953,7401
SABINE,NA,MUELLER,NA,1987,11,4,5954,6939
CHRISTINA,NA,HOFFMANN,NA,1985,6,17,5955,7507
PETRA,NA,SCHULZE,NA,1960,9,14,5956,5953
SUSANNE,NA,WOLF,NA,1999,7,31,5957,8094
ANNA,NA,MEYER,NA,1982,2,12,5958,4755
GERTRUD,NA,DIETRICH,NA,1938,4,10,5959,5450
ANGELIKA,NA,HARTMANN,NA,1973,2,15,5960,6784
ANJA,NA,WAGNER,NA,1956,10,4,5961,6928
ANDREA,NA,SCHULZ,NA,1961,2,25,5962,8671
GABRIELE,NA,SCHMIDT,NA,1938,6,13,5963,8831
RENATE,NA,KOCH,NA,1926,12,27,5964,8773
BRITTA,NA,BUSCH,NA,1935,9,6,5965,8361
CHRISTTEL,NA,MAIER,NA,1966,6,12,5966,7720
ILSE,NA,WEBER,NA,1943,4,18,5967,5919
KATHRIN,NA,RICHTER,NA,1985,6,20,5968,8364
GISELA,NA,SIMON,NA,1992,4,23,5969,5856
INGRID,NA,ZIEGLER,NA,1965,11,1,5970,5225
BARBARA,NA,BECKER,NA,1950,12,3,5971,6546
MONIKA,NA,SCHAEFER,NA,1949,2,7,5972,7288
CHRISTEL,NA,FISCHER,NA,1985,10,5,5973,8254
CLAUDIA,NA,BECK,NA,1938,11,4,5974,6977
CLAUDIA,NA,ROTH,NA,1993,12,9,5975,7664
GISELA,NA,FRANM,NA,1952,4,29,5976,4703
BIRGIT,NA,KAISER,NA,1957,1,16,5977,8635
GERDA,NA,ALBRECHT,NA,1956,2,17,5978,4886
BRITTA,NA,NEUMANN,NA,1938,11,16,5979,5906
SANDRA,NA,SCHMITZ,NA,1975,7,30,5980,8068
SUSANNE,NA,MARTIN,NA,1973,3,26,5981,5256
HEIKE,NA,MUELLER,NA,2005,11,4,5982,4949
ANGELIKA,NA,SCHMIDT,NA,2004,11,26,5983,5522
KERSTIN,NA,ZIMMERMANN,NA,2007,12,2,5984,7728
ANGELIKA,NA,WOLF,NA,1958,1,26,5985,5796
MARIA,NA,BERGMANN,NA,1964,8,3,5986,6476
URSULA,NA,LANGE,NA,1981,10,2,5987,5769
CHRISTA,NA,ROTH,NA,1944,7,1,5988,6504
SABINE,NA,HOFFMANN,NA,1986,11,3,5989,4608
GISXELA,NA,SEIDEL,NA,1985,3,22,5990,5438
NICOLE,NA,WEBER,NA,1985,2,15,5991,7742
ILSE,NA,SCHNEIDER,NA,1999,5,10,5992,5175
MARGARETE,NA,STEKN,NA,1948,9,4,5993,4881
HANNELORE,NA,SCHAEFER,NA,1976,12,11,5994,8965
MARTINA,GISELA,SCHMIDT,NA,1956,5,17,5995,4955
URSULA,NA,MEYER,NA,2008,8,14,5996,5925
SUSANNE,NA,GRAF,NA,1951,1,8,5997,7890
BRIGITTE,NA,MUELLER,NA,1949,9,22,5998,8885
KARIN,NA,HEINRICH,NA,1943,11,4,5999,8155
SABINE,NA,WAGNER,NA,1974,5,8,6000,8547
BARBARA,NA,SCHAEFER,NA,1972,5,11,6001,7588
INGEBORG,NA,SCHULZE,NA,1980,10,14,6002,6814
MONIKA,NA,SCHUBERT,NA,1942,9,17,6003,6182
INGEBORG,NA,SCHMIDT,NA,1973,7,26,6004,8058
URSULA,NA,ZIMMERMANN,NA,1967,2,15,6005,4900
CLAUDIA,NA,MAIER,NA,2093,5,8,6006,4688
UTE,NA,SCHULZ,NA,1937,6,12,6007,7228
KARIN,NA,WEBER,NA,1928,1,18,6008,7352
HELGA,NA,NEUMANN,NA,2004,2,7,6009,8563
GERTRUD,NA,KOERTIG,NA,1979,8,20,6010,7230
CHRISTEL,NA,LEHMANN,NA,1936,10,5,6011,8475
MARGARETE,NA,ZIMMERMANN,NA,1988,3,5,6012,7202
GERDA,NA,MUELLER,NA,1991,5,6,6013,8115
IRMGARD,NA,WALTER,NA,1958,8,30,6014,4700
ELKE,NA,WAGNER,NA,1943,6,27,6015,5983
GERDA,NA,GROSS,NA,1963,6,23,6016,8264
CHRISTINE,NA,SCHWSRZ,NA,1930,5,31,6017,6841
KARIN,NA,SCHNEIDER,NA,1974,2,22,6018,4664
URSULA,NA,SCHULZE,NA,1998,1,4,6019,6643
URSULA,NA,SCHNEIDER,NA,1938,10,23,6020,5089
LIESELOTTE,NA,BRAUN,NA,1935,3,20,6021,8208
CLAUDIA,NA,SCHWARZ,NA,1938,1,8,6022,7412
KARIN,NA,SCHMITZ,NA,1997,7,22,6023,5924
ELISABETH,SABINE,SCHULZ,NA,1926,10,10,6024,4870
HEIKE,NA,ROTH,NA,2004,10,23,6025,8112
MARIA,NA,SCHULZE,NA,1949,4,3,6026,5289
SILVIA,NA,BAUMANN,NA,1958,5,20,6027,7869
HELGA,NA,KRAUSE,NA,1971,12,22,6028,6783
ANNA,NA,SCHMIDT,NA,1997,1,16,6029,4854
INGRID,NA,MEYER,NA,1984,4,10,6030,6093
ANDREA,NA,VOGT,NA,1995,4,9,6031,4508
CHRISTA,NA,GUENTHER,NA,1975,6,27,6032,4652
ELKE,NA,RICHTER,NA,1947,12,10,6033,4525
GISELA,NA,SCHMKDT,NA,1927,4,26,6034,7220
CHRISTA,NA,HOFMANN,NA,1977,8,16,6035,7820
MARIA,NA,STEIN,NA,1959,10,5,6036,7298
RUTH,NA,MAIER,NA,1973,9,13,6037,8551
INGEBORG,NA,RICHTER,NA,1995,5,2,6038,7030
KARIN,NA,SCHULZE,NA,1942,4,24,6039,8750
ANNA,NA,MEYER,NA,1957,3,10,6040,4933
UTE,NA,SCHMITD,NA,1940,4,19,6041,8919
GISELA,NA,KUHN,NA,1953,5,21,6042,7907
HEIKE,NA,SCHULZ,NA,1937,3,25,6043,8391
JUTTA,NA,KRAUS,NA,1934,3,1,6044,5160
BARBARA,NA,MUELLER,NA,1982,4,1,6045,5266
KARIN,NA,FISCHER,NA,1960,10,20,6046,8582
URSULA,NA,KOEHLER,NA,1936,5,18,6047,5143
ANDREA,NA,BRAUN,NA,1987,5,18,6048,8442
ANJA,NA,SCHMIDT,NA,1935,4,11,6049,8485
GERTRUD,NA,SCHMIDT,NA,1990,8,26,6050,8709
MARIA,NA,SCHULZE,NA,1940,7,18,6051,7496
LIESELOTTE,NA,KLEIN,NA,1958,10,8,6052,8363
BRIGITTE,NA,MAYER,NA,1955,9,3,6053,7279
HANNELORE,NA,ERNST,BECKER,1933,8,11,6054,7003
STEFANIE,NA,OTTO,NA,1989,11,21,6055,5151
CHRISTA,NA,SCHULZ,NA,1994,4,5,6056,7248
BRIGITTE,NA,KRAUSE,NA,1988,9,21,6057,8961
URSULA,NA,SCHNEIDER,NA,1992,9,15,6058,5207
MONIKA,NA,PETERS,NA,1981,11,9,6059,8865
GERTRUD,NA,SCHMITT,NA,1971,11,13,6060,4504
ELISABETH,NA,NEUMANN,NA,1932,2,9,6061,4523
GISELA,NA,SCHMIDT,NA,1973,3,20,6062,7628
HELGA,NA,FISCHER,NA,1939,11,29,6063,6906
SANDRA,NA,HARTMANN,NA,1949,2,2,6064,5677
EVA,NA,ROTH,NA,1939,12,1,6065,6558
RENATE,NA,MARTIN,NA,1985,9,10,6066,7824
INGEBORG,NA,MEYER,NA,1991,1,29,6067,4983
SUSANNE,NA,KOERTIG,NA,1966,1,14,6068,8317
MARIANNE,NA,SCHMIDT,NA,2006,3,16,6069,7927
URSULA,NA,MOELLER,NA,1996,4,29,6070,7773
MARTHA,NA,SCHMIDT,NA,1947,3,8,6071,6838
CLAUDIA,NA,MUELLER,WINKLER,1955,2,7,6072,6536
ERIKA,NA,BAUER,NA,1955,8,15,6073,4768
MARTINA,NA,SCHMITT,NA,1970,12,30,6074,4733
CHRISTINE,NA,WINKLER,NA,1950,9,4,6075,7324
GISELA,NA,FRANK,NA,1952,4,29,6076,4703
KARIN,NA,KRAUS,NA,1953,2,2,6077,7121
GABRIELE,NA,LANGE,NA,2008,12,8,6078,8495
JOHANNA,NA,KRAEMER,NA,1987,7,4,6079,7497
UTE,NA,KAISER,NA,2008,7,1,6080,4593
SUSANNE,NA,ZIMMERMANN,NA,1944,2,28,6081,8289
ELISABETH,ANGELIKA,SCHULZ,NA,1998,3,7,6082,5897
ANNA,NA,BERGER,NA,1929,9,30,6083,4699
